"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
20273,0,"Grande Bretagne","femme",28,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",7
20274,0,"France","homme",34,"universite","Employed","tres eleve","aire metropolitaine",60,"marche","employe",5
20275,0,"Italie","homme",56,"secondaire","Not Employed","faible","zone rurale",120,"marche","sans emploi",5
20276,0,"Belgique","homme",47,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",90,"marche","sans emploi",7
20277,0,"Allemagne","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",5
20278,0,"Espagne","homme",44,"secondaire inferieur","Not Employed","tres faible","grande ville",25,"vehicule individuel","sans emploi",8
20279,1,"Hongrie","femme",40,"secondaire","Not Employed","moyen","zone rurale",90,"velo","sans emploi",7
20280,0,"Italie","homme",56,"secondaire","Employed","faible","zone rurale",10,"vehicule individuel","employe",6
20281,1,"Slovénie","femme",53,"secondaire inferieur","Not Employed","moyen","grande ville",215,"velo","sans emploi",9
20282,0,"Pologne","homme",34,"universite","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",7
20283,0,"Pologne","homme",56,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",10
20284,0,"France","homme",40,"secondaire","Employed","moyen","zone rurale",13,"vehicule individuel","employe",9
20285,0,"Slovénie","femme",54,"universite","Employed","eleve","zone rurale",20,"vehicule individuel","employe",8
20286,0,"Italie","femme",27,"secondaire","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",4
20287,0,"Autriche","femme",26,"secondaire","Not Employed","tres faible","grande ville",25,"marche","sans emploi",6
20288,0,"Pologne","homme",59,"secondaire","Employed","eleve","petite-moyenne ville",5,"vehicule individuel","employe",5
20289,0,"Autriche","homme",32,"universite","Employed","tres eleve","aire metropolitaine",40,"transport collectif","employe",8
20290,0,"Autriche","homme",56,"secondaire inferieur","Employed","tres faible","zone rurale",60,"vehicule individuel","employe",3
20291,0,"France","femme",28,"secondaire","Employed","faible","zone rurale",30,"vehicule individuel","employe",4
20292,0,"Italie","homme",32,"secondaire","Not Employed","tres faible","petite-moyenne ville",45,"vehicule individuel","sans emploi",8
20293,0,"Finlande","homme",57,"universite","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",2
20294,0,"Autriche","femme",32,"secondaire inferieur","Employed","tres faible","aire metropolitaine",40,"transport collectif","employe",8
20295,0,"Pays-Bas","femme",38,"secondaire","Employed","tres faible","petite-moyenne ville",80,"vehicule individuel","employe",8
20296,0,"Roumanie","femme",54,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",105,"transport collectif","employe",10
20297,0,"Slovénie","homme",50,"secondaire","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",5
20298,0,"Espagne","femme",56,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",8
20299,1,"Lettonie","homme",52,"secondaire","Not Employed","tres faible","zone rurale",150,"velo","sans emploi",5
20300,0,"Slovénie","femme",31,"universite","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",8
20301,0,"Finlande","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",2
20302,0,"Slovénie","homme",35,"universite","Employed","eleve","grande ville",30,"vehicule individuel","employe",7
20303,1,"Suède","femme",44,"secondaire","Not Employed","moyen","grande ville",20,"marche","sans emploi",6
20304,1,"Finlande","femme",48,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",150,"marche","sans emploi",8
20305,0,"Pologne","femme",40,"secondaire","Not Employed","moyen","grande ville",90,"vehicule individuel","sans emploi",8
20306,0,"Autriche","homme",43,"universite","Employed","moyen","zone rurale",5,"vehicule individuel","employe",10
20307,0,"Autriche","homme",28,"universite","Employed","sans reponse","zone rurale",20,"vehicule individuel","employe",5
20308,0,"Autriche","homme",50,"secondaire","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",8
20309,0,"Suède","homme",45,"secondaire","Employed","moyen","aire metropolitaine",60,"vehicule individuel","employe",1
20310,0,"Danemark","femme",44,"universite","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",3
20311,0,"Ireland","homme",54,"secondaire","Employed","moyen","aire metropolitaine",25,"transport collectif","employe",5
20312,0,"Roumanie","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",9
20313,0,"Hongrie","homme",19,"secondaire","Not Employed","faible","aire metropolitaine",15,"transport collectif","sans emploi",8
20314,0,"Ireland","femme",39,"universite","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
20315,1,"Finlande","homme",40,"universite","Not Employed","eleve","petite-moyenne ville",15,"velo","sans emploi",7
20316,1,"Finlande","femme",18,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"velo","sans emploi",8
20317,1,"Allemagne","femme",26,"secondaire inferieur","Employed","faible","zone rurale",25,"velo","employe",7
20318,0,"Finlande","femme",26,"universite","Employed","moyen","aire metropolitaine",12,"vehicule individuel","employe",8
20319,1,"Autriche","homme",39,"universite","Employed","tres faible","grande ville",40,"velo","employe",5
20320,0,"Ireland","homme",33,"universite","Employed","moyen","grande ville",20,"transport collectif","employe",8
20321,0,"Pays-Bas","homme",60,"secondaire inferieur","Not Employed","eleve","petite-moyenne ville",20,"vehicule individuel","sans emploi",3
20322,0,"Suède","homme",44,"secondaire","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",5
20323,0,"Roumanie","homme",39,"secondaire","Employed","moyen","zone rurale",30,"transport collectif","employe",9
20324,0,"Finlande","femme",46,"secondaire","Not Employed","tres faible","aire metropolitaine",10,"vehicule individuel","sans emploi",7
20325,0,"Finlande","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
20326,1,"France","femme",36,"secondaire","Employed","faible","petite-moyenne ville",75,"velo","employe",8
20327,0,"Roumanie","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",70,"vehicule individuel","employe",8
20328,1,"Autriche","homme",50,"universite","Employed","moyen","aire metropolitaine",60,"velo","employe",8
20329,0,"Roumanie","femme",32,"universite","Employed","tres eleve","grande ville",30,"marche","employe",7
20330,0,"Slovénie","femme",53,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",10
20331,0,"Autriche","homme",23,"secondaire","Not Employed","tres faible","aire metropolitaine",40,"marche","sans emploi",8
20332,0,"Pays-Bas","femme",28,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",6
20333,1,"Pologne","femme",51,"secondaire","Not Employed","moyen","zone rurale",70,"marche","sans emploi",10
20334,0,"Ireland","homme",46,"universite","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",10
20335,0,"Slovénie","homme",51,"secondaire inferieur","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",5
20336,0,"Slovénie","homme",54,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",9
20337,0,"Lettonie","homme",27,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",4
20338,0,"Pologne","femme",21,"secondaire","Not Employed","tres faible","zone rurale",150,"transport collectif","sans emploi",6
20339,0,"Slovaquie","homme",25,"secondaire","Not Employed","moyen","grande ville",120,"marche","sans emploi",8
20340,0,"Estonie","homme",22,"universite","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",4
20341,0,"France","homme",58,"secondaire inferieur","Employed","faible","zone rurale",8,"vehicule individuel","employe",9
20342,0,"Suède","homme",21,"secondaire","Employed","moyen","aire metropolitaine",30,"transport collectif","employe",7
20343,0,"Ireland","homme",53,"secondaire","Employed","eleve","zone rurale",15,"vehicule individuel","employe",6
20344,1,"Pays-Bas","femme",55,"secondaire","Employed","moyen","petite-moyenne ville",60,"velo","employe",8
20345,0,"Autriche","femme",56,"secondaire inferieur","Employed","tres faible","grande ville",20,"transport collectif","employe",7
20346,0,"Pays-Bas","homme",57,"secondaire","Employed","eleve","zone rurale",25,"transport collectif","employe",9
20347,1,"Autriche","homme",37,"secondaire","Employed","moyen","zone rurale",15,"velo","employe",8
20348,0,"Ireland","homme",47,"universite","Employed","moyen","petite-moyenne ville",150,"marche","employe",8
20349,0,"Finlande","femme",51,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",3
20350,0,"Italie","femme",23,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",8
20351,0,"Slovénie","homme",41,"secondaire","Employed","faible","grande ville",15,"vehicule individuel","employe",6
20352,0,"Lituanie","femme",49,"universite","Employed","moyen","zone rurale",12,"vehicule individuel","employe",4
20353,0,"France","femme",43,"secondaire","Employed","eleve","petite-moyenne ville",60,"vehicule individuel","employe",7
20354,0,"Pologne","homme",49,"secondaire","Employed","moyen","zone rurale",115,"vehicule individuel","employe",8
20355,0,"Allemagne","femme",59,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",60,"vehicule individuel","sans emploi",3
20356,0,"Estonie","homme",22,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",7
20357,1,"Allemagne","femme",26,"universite","Not Employed","sans reponse","grande ville",10,"velo","sans emploi",8
20358,1,"Finlande","homme",35,"universite","Not Employed","tres eleve","aire metropolitaine",30,"marche","sans emploi",7
20359,0,"Roumanie","femme",47,"secondaire","Not Employed","sans reponse","grande ville",20,"transport collectif","sans emploi",8
20360,0,"Slovénie","homme",48,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",8
20361,0,"Autriche","femme",28,"secondaire inferieur","Employed","faible","zone rurale",20,"marche","employe",9
20362,0,"Allemagne","femme",46,"secondaire inferieur","Employed","tres faible","zone rurale",5,"vehicule individuel","employe",2
20363,0,"Ireland","femme",39,"universite","Employed","eleve","petite-moyenne ville",20,"vehicule individuel","employe",8
20364,0,"Slovénie","homme",40,"secondaire","Employed","faible","grande ville",5,"marche","employe",8
20365,0,"Slovénie","homme",28,"universite","Employed","faible","zone rurale",20,"vehicule individuel","employe",1
20366,1,"Suède","homme",30,"secondaire","Not Employed","moyen","aire metropolitaine",30,"velo","sans emploi",10
20367,0,"France","femme",29,"secondaire","Employed","faible","grande ville",150,"marche","employe",7
20368,0,"Autriche","homme",31,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",5
20369,1,"Finlande","femme",49,"secondaire","Not Employed","tres faible","petite-moyenne ville",60,"velo","sans emploi",6
20370,1,"Lettonie","femme",47,"universite","Employed","tres faible","grande ville",45,"velo","employe",8
20371,0,"Pays-Bas","homme",45,"secondaire","Not Employed","faible","grande ville",10,"transport collectif","sans emploi",2
20372,1,"Pays-Bas","femme",29,"universite","Employed","faible","grande ville",10,"velo","employe",8
20373,0,"Finlande","homme",47,"secondaire","Employed","moyen","petite-moyenne ville",40,"marche","employe",5
20374,0,"Pays-Bas","homme",37,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",7
20375,0,"Autriche","femme",35,"secondaire","Not Employed","moyen","zone rurale",30,"vehicule individuel","sans emploi",7
20376,0,"Slovénie","homme",42,"secondaire","Employed","faible","zone rurale",35,"vehicule individuel","employe",6
20377,1,"Autriche","homme",26,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",4
20378,0,"Portugal","homme",40,"universite","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",5
20379,0,"Ireland","femme",37,"universite","Employed","moyen","aire metropolitaine",45,"marche","employe",9
20380,0,"Italie","homme",37,"secondaire inferieur","Employed","faible","aire metropolitaine",60,"vehicule individuel","employe",8
20381,0,"Italie","homme",45,"secondaire inferieur","Not Employed","tres faible","zone rurale",15,"vehicule individuel","sans emploi",8
20382,1,"Finlande","femme",48,"universite","Employed","moyen","grande ville",17,"velo","employe",7
20383,1,"Roumanie","femme",52,"secondaire inferieur","Employed","moyen","zone rurale",30,"velo","employe",8
20384,0,"Italie","femme",25,"premier cycle","Employed","eleve","aire metropolitaine",83,"marche","employe",7
20385,1,"Hongrie","femme",23,"secondaire","Not Employed","moyen","zone rurale",15,"marche","sans emploi",5
20386,0,"Lettonie","femme",35,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
20387,0,"Autriche","homme",27,"universite","Not Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","sans emploi",2
20388,0,"Italie","femme",58,"secondaire","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",7
20389,0,"Hongrie","femme",35,"secondaire","Employed","eleve","zone rurale",20,"transport collectif","employe",5
20390,1,"Hongrie","homme",31,"secondaire","Employed","moyen","zone rurale",70,"marche","employe",8
20391,0,"Pays-Bas","homme",46,"secondaire","Not Employed","moyen","grande ville",20,"transport collectif","sans emploi",1
20392,0,"Autriche","homme",59,"premier cycle","Employed","tres faible","zone rurale",5,"vehicule individuel","employe",7
20393,0,"France","homme",47,"secondaire","Employed","moyen","zone rurale",10,"marche","employe",9
20394,0,"Lituanie","femme",39,"universite","Employed","moyen","grande ville",30,"vehicule individuel","employe",5
20395,0,"Slovénie","femme",42,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"vehicule individuel","sans emploi",8
